tweet_id,cleaned_text,user_id
799,A teacher teaches over the fence.,user_799
800,An astronaut explores the moon.,user_800
801,An astronaut codes students.,user_801
802,A teacher codes students.,user_802
803,A teacher codes the moon.,user_803
804,The artist jumps a new app.,user_804
805,A developer paints over the fence.,user_805
806,A developer paints over the fence.,user_806
807,The engineer teaches a bridge.,user_807
808,The artist jumps a new app.,user_808
809,The cat codes a new app.,user_809
810,The cat paints students.,user_810
811,The cat builds students.,user_811
812,An astronaut teaches the moon.,user_812
813,The cat codes over the fence.,user_813
814,The artist paints a new app.,user_814
815,The artist builds over the fence.,user_815
816,The engineer explores over the fence.,user_816
817,The artist codes a masterpiece.,user_817
818,A developer explores a bridge.,user_818
819,The artist codes a new app.,user_819
820,The cat jumps a masterpiece.,user_820
821,A teacher jumps a bridge.,user_821
822,A developer paints a masterpiece.,user_822
823,The cat jumps a new app.,user_823
824,The artist builds a masterpiece.,user_824
825,The cat jumps students.,user_825
826,The artist builds the moon.,user_826
827,The engineer teaches a masterpiece.,user_827
828,The engineer codes students.,user_828
829,The engineer codes a bridge.,user_829
830,A developer explores a new app.,user_830
831,The engineer jumps a new app.,user_831
832,The artist jumps a masterpiece.,user_832
833,A teacher paints the moon.,user_833
834,A teacher teaches a bridge.,user_834
835,The engineer jumps the moon.,user_835
836,The artist jumps the moon.,user_836
837,A developer paints a masterpiece.,user_837
838,The cat paints students.,user_838
839,The artist paints the moon.,user_839
840,The engineer paints over the fence.,user_840
841,The artist jumps over the fence.,user_841
842,The artist teaches a masterpiece.,user_842
843,An astronaut jumps a new app.,user_843
844,The cat builds students.,user_844
845,A developer codes over the fence.,user_845
846,The engineer explores a bridge.,user_846
847,The artist explores the moon.,user_847
848,A developer teaches a bridge.,user_848
849,A teacher explores the moon.,user_849
850,The cat jumps students.,user_850
851,The artist teaches a masterpiece.,user_851
852,The engineer teaches a bridge.,user_852
853,A teacher jumps over the fence.,user_853
854,The engineer codes the moon.,user_854
855,The artist codes students.,user_855
856,An astronaut paints a masterpiece.,user_856
857,The artist codes students.,user_857
858,The engineer codes a new app.,user_858
859,A developer builds a new app.,user_859
860,The artist codes a masterpiece.,user_860
861,The cat explores students.,user_861
862,An astronaut builds over the fence.,user_862
863,The cat explores a masterpiece.,user_863
864,The engineer codes over the fence.,user_864
865,The artist builds a bridge.,user_865
866,A developer jumps a new app.,user_866
867,A teacher paints students.,user_867
868,The artist builds over the fence.,user_868
869,The cat builds the moon.,user_869
870,A teacher paints a new app.,user_870
871,A developer explores a bridge.,user_871
872,The engineer teaches a bridge.,user_872
873,A developer explores a bridge.,user_873
874,The artist teaches a new app.,user_874
875,A teacher builds students.,user_875
876,The artist codes a bridge.,user_876
877,A developer paints over the fence.,user_877
878,A developer explores a masterpiece.,user_878
879,The engineer teaches a bridge.,user_879
880,An astronaut teaches a new app.,user_880
881,A developer paints a masterpiece.,user_881
882,A teacher explores a new app.,user_882
883,A developer explores students.,user_883
884,An astronaut explores a bridge.,user_884
885,The artist paints a bridge.,user_885
886,A teacher teaches over the fence.,user_886
887,The artist teaches the moon.,user_887
888,A developer explores over the fence.,user_888
889,The cat builds a new app.,user_889
890,The cat codes a new app.,user_890
891,The engineer builds a new app.,user_891
892,An astronaut paints a new app.,user_892
893,The cat teaches over the fence.,user_893
894,An astronaut explores over the fence.,user_894
895,An astronaut paints a bridge.,user_895
896,The cat jumps a bridge.,user_896
897,The engineer codes the moon.,user_897
898,An astronaut paints a bridge.,user_898
899,An astronaut explores over the fence.,user_899
900,The engineer builds over the fence.,user_900
901,The artist builds a bridge.,user_901
902,An astronaut codes a new app.,user_902
903,The cat paints a new app.,user_903
904,A teacher teaches students.,user_904
905,A developer jumps a new app.,user_905
906,The artist codes a bridge.,user_906
907,The cat codes over the fence.,user_907
908,The cat teaches over the fence.,user_908
909,The cat codes a bridge.,user_909
910,A developer codes students.,user_910
911,The engineer teaches a masterpiece.,user_911
912,An astronaut teaches a bridge.,user_912
913,An astronaut paints a new app.,user_913
914,A teacher teaches a masterpiece.,user_914
915,An astronaut explores students.,user_915
916,A developer teaches a new app.,user_916
917,The artist paints students.,user_917
918,A developer teaches a new app.,user_918
919,The artist codes students.,user_919
920,The engineer builds a bridge.,user_920
921,A teacher explores students.,user_921
922,A teacher jumps students.,user_922
923,A developer teaches a bridge.,user_923
924,A developer teaches a new app.,user_924
925,The artist jumps over the fence.,user_925
926,A developer paints over the fence.,user_926
927,The engineer teaches a masterpiece.,user_927
928,The artist explores over the fence.,user_928
929,The engineer jumps students.,user_929
930,A developer jumps students.,user_930
931,An astronaut teaches a bridge.,user_931
932,An astronaut explores the moon.,user_932
933,The artist builds a bridge.,user_933
934,The cat explores a masterpiece.,user_934
935,An astronaut paints students.,user_935
936,The artist paints a new app.,user_936
937,The engineer explores the moon.,user_937
938,The artist teaches a masterpiece.,user_938
939,A teacher builds students.,user_939
940,The engineer jumps a bridge.,user_940
941,A teacher paints over the fence.,user_941
942,A teacher jumps over the fence.,user_942
943,An astronaut teaches a masterpiece.,user_943
944,A developer paints a new app.,user_944
945,A teacher jumps over the fence.,user_945
946,A developer builds a new app.,user_946
947,The engineer jumps students.,user_947
948,The cat builds students.,user_948
949,The engineer paints over the fence.,user_949
950,An astronaut paints a bridge.,user_950
951,A developer jumps a masterpiece.,user_951
952,The cat builds a masterpiece.,user_952
953,An astronaut explores a bridge.,user_953
954,A teacher explores a masterpiece.,user_954
955,A developer codes a masterpiece.,user_955
956,A teacher jumps over the fence.,user_956
957,The artist paints students.,user_957
958,The artist codes students.,user_958
959,The engineer builds over the fence.,user_959
960,A developer builds a bridge.,user_960
961,An astronaut paints a masterpiece.,user_961
962,The artist jumps a masterpiece.,user_962
963,The engineer paints a masterpiece.,user_963
964,The artist jumps a bridge.,user_964
965,A teacher builds the moon.,user_965
966,The engineer paints over the fence.,user_966
967,A teacher builds a masterpiece.,user_967
968,The artist paints a masterpiece.,user_968
969,A developer paints over the fence.,user_969
970,An astronaut paints a masterpiece.,user_970
971,The artist builds the moon.,user_971
972,The cat explores students.,user_972
973,A teacher paints a new app.,user_973
974,The engineer builds over the fence.,user_974
975,The engineer codes a masterpiece.,user_975
976,A teacher teaches students.,user_976
977,A teacher builds the moon.,user_977
978,A teacher teaches a masterpiece.,user_978
979,The engineer jumps students.,user_979
980,The cat explores students.,user_980
981,An astronaut explores the moon.,user_981
982,The cat teaches students.,user_982
983,A teacher teaches over the fence.,user_983
984,The engineer jumps over the fence.,user_984
985,A developer builds over the fence.,user_985
986,A developer jumps the moon.,user_986
987,An astronaut codes a bridge.,user_987
988,The artist teaches the moon.,user_988
989,The cat explores a masterpiece.,user_989
990,The artist jumps a bridge.,user_990
991,A teacher codes students.,user_991
992,A developer explores the moon.,user_992
993,An astronaut paints the moon.,user_993
994,A developer jumps a new app.,user_994
995,The cat codes the moon.,user_995
996,The artist explores students.,user_996
997,A teacher teaches over the fence.,user_997
998,A teacher paints a bridge.,user_998
999,A teacher explores a new app.,user_999
1000,A teacher explores a new app.,user_1000
